,VideoId,SaveIdName,Time,Bbox
17855,2AeJ2VHssPI,2AeJ2VHssPI_3.mp4,"(81.79, 85.13)","[0.0, 0.7426, 0.163, 0.5807]"
17856,hAiiaFAJ1mY,hAiiaFAJ1mY_1.mp4,"(55.06, 58.98)","[0.0, 0.9426, 0.2297, 0.7599]"
17857,t-5bIqCiUKA,t-5bIqCiUKA_0.mp4,"(58.73, 63.1)","[0.0, 0.9037, 0.3167, 0.825]"
17858,fOONIlhXFh4,fOONIlhXFh4_6.mp4,"(121.79, 126.38)","[0.0, 0.7, 0.4135, 0.8073]"
17859,r1QkNthGaXc,r1QkNthGaXc_5.mp4,"(35.87, 39.37)","[0.0, 0.7537, 0.1385, 0.5625]"
17860,iqxao_orua8,iqxao_orua8_8.mp4,"(106.82, 110.53)","[0.0, 0.8907, 0.3531, 0.8542]"
17861,mkZsFiVQQsk,mkZsFiVQQsk_0.mp4,"(40.87, 44.88)","[0.0417, 0.6991, 0.1901, 0.5599]"
17862,ia57J5X-Yeg,ia57J5X-Yeg_0.mp4,"(121.71, 126.75)","[0.0, 0.7722, 0.4339, 0.8682]"
17863,ABl4GHTHwlY,ABl4GHTHwlY_0.mp4,"(3.34, 9.8)","[0.0, 0.737, 0.4245, 0.8391]"
17864,BGlWalxUId0,BGlWalxUId0_0.mp4,"(122.62, 134.3)","[0.0, 0.937, 0.3469, 0.874]"
17865,4zT1vWidAJ0,4zT1vWidAJ0_0.mp4,"(49.84, 54.1)","[0.0, 0.7185, 0.425, 0.8292]"
17866,Ll-D4vY8JWU,Ll-D4vY8JWU_0.mp4,"(49.22, 53.05)","[0.0185, 0.7, 0.4469, 0.8302]"
17867,2cJGGVlQ8X8,2cJGGVlQ8X8_2.mp4,"(94.26, 98.31)","[0.0889, 0.7426, 0.5469, 0.9146]"
17868,iqxao_orua8,iqxao_orua8_9.mp4,"(110.99, 115.82)","[0.0, 0.8833, 0.0698, 0.5667]"
17869,r1QkNthGaXc,r1QkNthGaXc_4.mp4,"(26.69, 35.62)","[0.0, 0.9352, 0.4521, 0.9781]"
17870,zEJSD-jR_QU,zEJSD-jR_QU_0.mp4,"(119.87, 122.87)","[0.0, 0.6667, 0.2453, 0.6203]"
17871,ImO-q-hTdAc,ImO-q-hTdAc_0.mp4,"(8.34, 11.26)","[0.1238, 0.5526, 0.2453, 0.5339]"
17872,2AeJ2VHssPI,2AeJ2VHssPI_2.mp4,"(66.78, 73.57)","[0.0944, 0.7222, 0.4099, 0.763]"
17873,dgdEr-mXQT4,dgdEr-mXQT4_2.mp4,"(21.9, 25.19)","[0.0019, 0.6148, 0.124, 0.4688]"
17874,t-5bIqCiUKA,t-5bIqCiUKA_1.mp4,"(65.86, 70.03)","[0.0, 0.8722, 0.4568, 0.9474]"
17875,fOONIlhXFh4,fOONIlhXFh4_7.mp4,"(143.48, 147.27)","[0.0306, 0.5731, 0.463, 0.7682]"
17876,vFXlFntgT1k,vFXlFntgT1k_0.mp4,"(8.34, 11.68)","[0.0, 0.6333, 0.2766, 0.6328]"
17877,6QNS2PV-YkA,6QNS2PV-YkA_0.mp4,"(5.84, 9.93)","[0.0, 0.7778, 0.1266, 0.5641]"
17878,nLkmfL6IVQs,nLkmfL6IVQs_1.mp4,"(118.16, 121.25)","[0.0, 0.7519, 0.4021, 0.825]"
17879,4S7WF01RvSc,4S7WF01RvSc_1.mp4,"(40.92, 44.84)","[0.0, 0.8667, 0.0786, 0.5661]"
17880,IaOlL5WMFI8,IaOlL5WMFI8_1.mp4,"(22.61, 33.41)","[0.0, 0.9315, 0.3385, 0.8625]"
17881,TuOYe44bL0U,TuOYe44bL0U_3.mp4,"(76.45, 81.0)","[0.0037, 0.7759, 0.1094, 0.5437]"
17882,r3caUdX0ZEs,r3caUdX0ZEs_0.mp4,"(15.85, 19.27)","[0.0, 0.7315, 0.2193, 0.6307]"
17883,-PFdr0SiAEw,-PFdr0SiAEw_5.mp4,"(145.19, 149.82)","[0.137, 0.6148, 0.2281, 0.4969]"
17884,X2X3DxFAFlQ,X2X3DxFAFlQ_0.mp4,"(63.86, 72.66)","[0.038, 0.7731, 0.2734, 0.687]"
17885,p2QiCFAQ-qQ,p2QiCFAQ-qQ_2.mp4,"(34.2, 38.71)","[0.0037, 0.7, 0.3589, 0.7505]"
17886,PXMASW5YQl8,PXMASW5YQl8_0.mp4,"(18.35, 22.77)","[0.0, 0.9981, 0.1896, 0.751]"
17887,0OG23PwtcOE,0OG23PwtcOE_1.mp4,"(88.42, 92.38)","[0.0, 0.5926, 0.3505, 0.6839]"
17888,-wv8xZAxwb8,-wv8xZAxwb8_0.mp4,"(29.2, 32.24)","[0.0, 0.7556, 0.5109, 0.9359]"
17889,Y4g859J_920,Y4g859J_920_0.mp4,"(80.25, 84.46)","[0.0685, 0.7481, 0.199, 0.5813]"
17890,4S7WF01RvSc,4S7WF01RvSc_0.mp4,"(20.9, 26.57)","[0.0, 0.9167, 0.1432, 0.6589]"
17891,nLkmfL6IVQs,nLkmfL6IVQs_0.mp4,"(7.55, 10.8)","[0.0, 0.9667, 0.0495, 0.5932]"
17892,IaOlL5WMFI8,IaOlL5WMFI8_0.mp4,"(3.09, 7.47)","[0.0, 0.913, 0.1406, 0.6542]"
17893,2MVGiT5s3d4,2MVGiT5s3d4_4.mp4,"(147.88, 152.35)","[0.0, 0.863, 0.1682, 0.6536]"
17894,r3caUdX0ZEs,r3caUdX0ZEs_1.mp4,"(71.53, 76.41)","[0.0, 0.7519, 0.1573, 0.5802]"
17895,TuOYe44bL0U,TuOYe44bL0U_2.mp4,"(69.78, 76.28)","[0.0, 0.7407, 0.4875, 0.9042]"
17896,85KFI0tQM78,85KFI0tQM78_0.mp4,"(110.86, 113.91)","[0.0, 0.987, 0.1198, 0.675]"
17897,2vAbXyxt-Jg,2vAbXyxt-Jg_3.mp4,"(1128.96, 1132.55)","[0.0093, 0.7148, 0.1807, 0.5776]"
17898,vFXlFntgT1k,vFXlFntgT1k_1.mp4,"(23.44, 27.94)","[0.0509, 0.5991, 0.3432, 0.6516]"
17899,0KbxR3VjAg8,0KbxR3VjAg8_4.mp4,"(158.45, 162.5)","[0.0, 0.7704, 0.3531, 0.7865]"
17900,XC3yGH4nETQ,XC3yGH4nETQ_0.mp4,"(11.68, 15.35)","[0.0, 0.75, 0.3417, 0.7635]"
17901,Y4g859J_920,Y4g859J_920_1.mp4,"(85.25, 91.05)","[0.0194, 0.7417, 0.338, 0.7443]"
17902,0OG23PwtcOE,0OG23PwtcOE_0.mp4,"(20.02, 22.94)","[0.0972, 0.6194, 0.3594, 0.6531]"
17903,-wv8xZAxwb8,-wv8xZAxwb8_1.mp4,"(47.55, 51.97)","[0.0, 0.8426, 0.0375, 0.5115]"
17904,-PFdr0SiAEw,-PFdr0SiAEw_4.mp4,"(141.85, 145.02)","[0.0833, 0.7185, 0.4802, 0.8375]"
17905,tkj3klWMn5E,tkj3klWMn5E_0.mp4,"(89.21, 93.55)","[0.0, 0.9278, 0.2604, 0.7823]"
17906,p2QiCFAQ-qQ,p2QiCFAQ-qQ_3.mp4,"(44.21, 47.51)","[0.0, 0.8463, 0.4089, 0.8849]"
17907,PXMASW5YQl8,PXMASW5YQl8_1.mp4,"(35.04, 38.08)","[0.0, 0.9722, 0.2646, 0.8115]"
17908,-TLCaDbBv_s,-TLCaDbBv_s_0.mp4,"(88.63, 99.43)","[0.0, 0.8222, 0.5224, 0.9849]"
17909,X2X3DxFAFlQ,X2X3DxFAFlQ_1.mp4,"(73.03, 76.08)","[0.0843, 0.6806, 0.4609, 0.7964]"
17910,RyIyrMNAEjc,RyIyrMNAEjc_8.mp4,"(191.61, 198.16)","[0.0435, 0.6917, 0.3172, 0.6818]"
17911,wDsYB_uRbaE,wDsYB_uRbaE_2.mp4,"(54.26, 59.98)","[0.0491, 0.662, 0.4724, 0.8172]"
17912,RCtr3omWx-A,RCtr3omWx-A_0.mp4,"(10.01, 13.97)","[0.0491, 0.5861, 0.3411, 0.6432]"
17913,j_LkfMfODY8,j_LkfMfODY8_0.mp4,"(61.73, 65.11)","[0.0, 0.6111, 0.3885, 0.7323]"
17914,GusR6qF81kc,GusR6qF81kc_0.mp4,"(71.91, 74.87)","[0.0, 0.9537, 0.0479, 0.5844]"
17915,YcHusga_QJU,YcHusga_QJU_0.mp4,"(17.6, 20.9)","[0.0, 0.9315, 0.4094, 0.9333]"
17916,SM2LxRKqYR8,SM2LxRKqYR8_3.mp4,"(162.08, 177.97)","[0.0, 0.687, 0.2193, 0.6057]"
17917,PbC7alhpFBE,PbC7alhpFBE_0.mp4,"(18.35, 21.81)","[0.0, 0.95, 0.1328, 0.6672]"
17918,p4muVacA9qc,p4muVacA9qc_2.mp4,"(64.23, 69.53)","[0.0, 0.7352, 0.4021, 0.8156]"
17919,9t1IK_9apWs,9t1IK_9apWs_2.mp4,"(112.53, 119.99)","[0.037, 0.7204, 0.2177, 0.6021]"
17920,RCtr3omWx-A,RCtr3omWx-A_1.mp4,"(20.02, 23.44)","[0.0, 0.8407, 0.3854, 0.8583]"
17921,3TWv-3cC9NM,3TWv-3cC9NM_0.mp4,"(25.86, 29.11)","[0.0926, 0.6019, 0.2328, 0.5193]"
17922,YcHusga_QJU,YcHusga_QJU_1.mp4,"(21.77, 24.69)","[0.0, 0.8722, 0.0755, 0.5661]"
17923,SM2LxRKqYR8,SM2LxRKqYR8_2.mp4,"(148.73, 159.37)","[0.0, 0.813, 0.201, 0.6583]"
17924,eYMbAHC6RxU,eYMbAHC6RxU_0.mp4,"(86.67, 99.22)","[0.0, 0.8926, 0.1458, 0.6479]"
17925,8EcrxgHLhIg,8EcrxgHLhIg_4.mp4,"(91.09, 94.93)","[0.013, 0.7222, 0.1432, 0.5422]"
17926,6ikH1EFDm6A,6ikH1EFDm6A_1.mp4,"(113.32, 116.57)","[0.0481, 0.6926, 0.1052, 0.4677]"
17927,BGmXnidRtoA,BGmXnidRtoA_1.mp4,"(103.44, 106.52)","[0.0259, 0.6537, 0.199, 0.5521]"
17928,ZyMP_jN2Veg,ZyMP_jN2Veg_0.mp4,"(11.05, 14.51)","[0.0, 0.9111, 0.2104, 0.7229]"
17929,POxvWUpuF6s,POxvWUpuF6s_8.mp4,"(219.59, 223.39)","[0.0, 0.6685, 0.4406, 0.8167]"
17930,eCKRI2wEw7I,eCKRI2wEw7I_1.mp4,"(63.4, 66.4)","[0.1861, 0.6657, 0.5151, 0.7849]"
17931,03uEq5dKcFs,03uEq5dKcFs_1.mp4,"(59.68, 63.36)","[0.0713, 0.6065, 0.5109, 0.812]"
17932,S1UpuPvAUss,S1UpuPvAUss_3.mp4,"(74.24, 80.46)","[0.0, 0.7963, 0.412, 0.8599]"
17933,1dwtsZ4IJQE,1dwtsZ4IJQE_1.mp4,"(95.93, 101.94)","[0.0648, 0.6019, 0.2214, 0.5234]"
17934,BIP7mCBuWJY,BIP7mCBuWJY_0.mp4,"(106.19, 111.95)","[0.0, 0.8296, 0.326, 0.7927]"
17935,aDWFYnEVnxU,aDWFYnEVnxU_0.mp4,"(41.92, 45.17)","[0.0, 0.9407, 0.4682, 0.9974]"
17936,giGWC-o1mvw,giGWC-o1mvw_0.mp4,"(4.17, 10.97)","[0.0, 0.7852, 0.2661, 0.7078]"
17937,IWpThrDfQEI,IWpThrDfQEI_3.mp4,"(106.06, 109.15)","[0.0398, 0.6602, 0.0875, 0.4365]"
17938,6ikH1EFDm6A,6ikH1EFDm6A_0.mp4,"(18.6, 24.4)","[0.0361, 0.7028, 0.2938, 0.6687]"
17939,POxvWUpuF6s,POxvWUpuF6s_9.mp4,"(252.34, 257.42)","[0.0, 0.9667, 0.0203, 0.5641]"
17940,eCKRI2wEw7I,eCKRI2wEw7I_0.mp4,"(44.09, 47.92)","[0.1176, 0.6583, 0.4911, 0.7953]"
17941,PYkBs86HnUc,PYkBs86HnUc_0.mp4,"(25.86, 29.24)","[0.0, 0.7389, 0.4583, 0.874]"
17942,BIP7mCBuWJY,BIP7mCBuWJY_1.mp4,"(126.21, 129.59)","[0.0694, 0.762, 0.101, 0.4906]"
17943,8JoOpx6VwHk,8JoOpx6VwHk_0.mp4,"(17.56, 21.4)","[0.0204, 0.8093, 0.1385, 0.5823]"
17944,IWpThrDfQEI,IWpThrDfQEI_2.mp4,"(101.85, 105.98)","[0.1102, 0.6287, 0.1328, 0.4245]"
17945,03uEq5dKcFs,03uEq5dKcFs_0.mp4,"(54.22, 57.27)","[0.0417, 0.6917, 0.5417, 0.9073]"
17946,S1UpuPvAUss,S1UpuPvAUss_2.mp4,"(55.06, 61.23)","[0.1093, 0.7056, 0.1818, 0.5172]"
17947,riDe28hGBuo,riDe28hGBuo_1.mp4,"(109.28, 113.11)","[0.0056, 0.7722, 0.099, 0.5302]"
17948,1dwtsZ4IJQE,1dwtsZ4IJQE_0.mp4,"(77.58, 86.17)","[0.0657, 0.6898, 0.4307, 0.7818]"
17949,xu_UgfGriXA,xu_UgfGriXA_114.mp4,"(2747.61, 2750.75)","[0.0319, 0.4338, 0.381, 0.607]"
17950,p1e3NC3IIF8,p1e3NC3IIF8_0.mp4,"(15.02, 18.64)","[0.0, 0.913, 0.4229, 0.9365]"
17951,Nr6NPOkDbpU,Nr6NPOkDbpU_0.mp4,"(16.68, 20.31)","[0.1347, 0.6641, 0.4948, 0.851]"
17952,MKf_SL_owsY,MKf_SL_owsY_2.mp4,"(48.38, 56.68)","[0.1407, 0.7093, 0.2083, 0.5281]"
17953,XVBh5xJl-sw,XVBh5xJl-sw_1.mp4,"(77.54, 82.37)","[0.0, 0.7111, 0.4255, 0.8255]"
17954,QPDuZ_Wq7ZA,QPDuZ_Wq7ZA_2.mp4,"(146.44, 149.73)","[0.0157, 0.862, 0.1635, 0.6396]"
17955,6CmxSs6Mmx4,6CmxSs6Mmx4_0.mp4,"(5.88, 9.18)","[0.1074, 0.7093, 0.325, 0.6635]"
17956,rE29ZSccLMs,rE29ZSccLMs_0.mp4,"(1.67, 5.42)","[0.0315, 0.7074, 0.112, 0.4922]"
17957,iwxe2sIgQL0,iwxe2sIgQL0_0.mp4,"(33.37, 36.49)","[0.0926, 0.5833, 0.2578, 0.5339]"
17958,R4lxBhDtvXQ,R4lxBhDtvXQ_2.mp4,"(100.77, 104.02)","[0.0324, 0.5954, 0.2156, 0.5323]"
17959,YDeM4YjBeTI,YDeM4YjBeTI_0.mp4,"(150.82, 156.26)","[0.0, 0.8833, 0.2211, 0.718]"
17960,rdEbjNy5BNs,rdEbjNy5BNs_0.mp4,"(70.9, 74.16)","[0.0574, 0.687, 0.2443, 0.5984]"
17961,mrAFosQlLvE,mrAFosQlLvE_1.mp4,"(33.53, 36.54)","[0.0, 0.7148, 0.35, 0.7521]"
17962,BhktyZIeJkY,BhktyZIeJkY_2.mp4,"(32.57, 35.99)","[0.0, 0.8333, 0.4776, 0.9464]"
17963,6PAMZYS1Fqk,6PAMZYS1Fqk_3.mp4,"(174.38, 177.8)","[0.0556, 0.7019, 0.4526, 0.8161]"
17964,Mjkt4UgcTmg,Mjkt4UgcTmg_1.mp4,"(108.44, 112.65)","[0.0148, 0.7222, 0.5656, 0.9635]"
17965,V1wAemvxNaM,V1wAemvxNaM_1.mp4,"(69.9, 74.87)","[0.0, 0.8306, 0.5328, 1.0]"
17966,s9IrVDvzy98,s9IrVDvzy98_0.mp4,"(80.21, 83.12)","[0.0407, 0.6574, 0.2635, 0.6104]"
17967,0cT91UrsONI,0cT91UrsONI_0.mp4,"(21.73, 24.98)","[0.0222, 0.537, 0.1307, 0.4203]"
17968,Mkkd7taPqEY,Mkkd7taPqEY_2.mp4,"(75.91, 84.08)","[0.0111, 0.6, 0.1797, 0.5109]"
17969,CUzNygPSRZM,CUzNygPSRZM_4.mp4,"(139.6, 145.15)","[0.0685, 0.6296, 0.2188, 0.5344]"
17970,UynVocAmfUg,UynVocAmfUg_1.mp4,"(101.39, 105.15)","[0.0, 0.6519, 0.3172, 0.6839]"
17971,VlsQC87i06w,VlsQC87i06w_0.mp4,"(267.23, 270.65)","[0.0657, 0.7454, 0.3359, 0.7182]"
17972,R4lxBhDtvXQ,R4lxBhDtvXQ_3.mp4,"(137.64, 142.14)","[0.0, 0.6815, 0.4031, 0.7865]"
17973,YDeM4YjBeTI,YDeM4YjBeTI_1.mp4,"(156.82, 159.93)","[0.0, 0.8444, 0.3055, 0.7805]"
17974,p1e3NC3IIF8,p1e3NC3IIF8_1.mp4,"(53.93, 57.31)","[0.0528, 0.8009, 0.4927, 0.9135]"
17975,MKf_SL_owsY,MKf_SL_owsY_3.mp4,"(57.56, 64.4)","[0.1583, 0.725, 0.4938, 0.8125]"
17976,aNA-hjvEyUY,aNA-hjvEyUY_0.mp4,"(22.52, 25.9)","[0.0, 0.8167, 0.1089, 0.5682]"
17977,iwxe2sIgQL0,iwxe2sIgQL0_1.mp4,"(36.7, 41.21)","[0.0037, 0.6111, 0.426, 0.7677]"
17978,rE29ZSccLMs,rE29ZSccLMs_1.mp4,"(59.23, 62.69)","[0.1852, 0.7037, 0.2193, 0.5109]"
17979,Mkkd7taPqEY,Mkkd7taPqEY_3.mp4,"(84.25, 90.38)","[0.0056, 0.7037, 0.3927, 0.7854]"
17980,UynVocAmfUg,UynVocAmfUg_0.mp4,"(51.3, 54.39)","[0.038, 0.6306, 0.4635, 0.7969]"
17981,V1wAemvxNaM,V1wAemvxNaM_0.mp4,"(64.86, 67.82)","[0.0, 0.8694, 0.5047, 0.9938]"
17982,6PAMZYS1Fqk,6PAMZYS1Fqk_2.mp4,"(115.99, 119.49)","[0.0, 0.7685, 0.4203, 0.8526]"
17983,Mjkt4UgcTmg,Mjkt4UgcTmg_0.mp4,"(92.59, 99.18)","[0.0, 0.5944, 0.6479, 0.9823]"
17984,Ns4EvLUZAAI,Ns4EvLUZAAI_1.mp4,"(29.78, 32.87)","[0.0, 0.5389, 0.4458, 0.749]"
17985,X32pSJrgF3Q,X32pSJrgF3Q_2.mp4,"(124.42, 131.8)","[0.1944, 0.7204, 0.5766, 0.8724]"
17986,hiREoiox0Tw,hiREoiox0Tw_2.mp4,"(105.15, 116.16)","[0.0009, 0.7546, 0.4052, 0.8292]"
17987,iKp5ARBBpyc,iKp5ARBBpyc_1.mp4,"(66.02, 70.61)","[0.0, 0.9944, 0.0599, 0.6193]"
17988,NtxR-xgJWwo,NtxR-xgJWwo_3.mp4,"(26.9, 30.7)","[0.1, 0.6037, 0.2641, 0.5474]"
17989,0-HM2VCdrC0,0-HM2VCdrC0_1.mp4,"(80.62, 83.96)","[0.0287, 0.6991, 0.0917, 0.4688]"
17990,GvOhxWkbryM,GvOhxWkbryM_1.mp4,"(25.03, 31.16)","[0.0, 0.7815, 0.4089, 0.8484]"
17991,Aok-54MlYFk,Aok-54MlYFk_1.mp4,"(61.77, 77.54)","[0.0, 0.7315, 0.1536, 0.5651]"
17992,rGtJbW9sRbo,rGtJbW9sRbo_2.mp4,"(100.81, 104.1)","[0.0046, 0.7713, 0.2198, 0.651]"
17993,P-3iw8l0lB8,P-3iw8l0lB8_1.mp4,"(112.57, 120.25)","[0.0, 0.7574, 0.1542, 0.5802]"
17994,UyK3FyvXcGA,UyK3FyvXcGA_2.mp4,"(277.57, 281.57)","[0.0, 0.9074, 0.4224, 0.9328]"
17995,2mTkhZ0UDs8,2mTkhZ0UDs8_0.mp4,"(187.48, 192.94)","[0.0, 0.7185, 0.4151, 0.8193]"
17996,wSdltnqDWV0,wSdltnqDWV0_0.mp4,"(85.09, 89.3)","[0.0074, 0.5722, 0.2385, 0.5563]"
17997,Jv7PzcVfULc,Jv7PzcVfULc_3.mp4,"(56.72, 60.35)","[0.1009, 0.6787, 0.2557, 0.5807]"
17998,ba5F8G778C0,ba5F8G778C0_1.mp4,"(25.07, 28.61)","[0.0972, 0.625, 0.4854, 0.7823]"
17999,nRLP98lG1YA,nRLP98lG1YA_1.mp4,"(41.71, 45.34)","[0.1102, 0.8009, 0.0932, 0.4818]"
18000,3v2ewpePpO0,3v2ewpePpO0_0.mp4,"(13.35, 17.14)","[0.1009, 0.6343, 0.5536, 0.8536]"
18001,SG0MOcrL9cs,SG0MOcrL9cs_2.mp4,"(50.88, 54.26)","[0.0, 0.9481, 0.3177, 0.851]"
18002,Aok-54MlYFk,Aok-54MlYFk_0.mp4,"(54.26, 58.35)","[0.0, 0.8056, 0.1521, 0.6052]"
18003,dshJG5PEOqY,dshJG5PEOqY_0.mp4,"(42.75, 47.55)","[0.0722, 0.6426, 0.4328, 0.7536]"
18004,0-HM2VCdrC0,0-HM2VCdrC0_0.mp4,"(61.1, 70.36)","[0.0565, 0.6639, 0.1276, 0.4693]"
18005,GvOhxWkbryM,GvOhxWkbryM_0.mp4,"(15.85, 18.94)","[0.0574, 0.7481, 0.1594, 0.5479]"
18006,P-3iw8l0lB8,P-3iw8l0lB8_0.mp4,"(105.06, 110.53)","[0.0, 0.6269, 0.1703, 0.5234]"
18007,NtxR-xgJWwo,NtxR-xgJWwo_2.mp4,"(18.56, 23.69)","[0.0278, 0.637, 0.2568, 0.5995]"
18008,AAN85u-udis,AAN85u-udis_0.mp4,"(37.41, 41.04)","[0.0, 0.6481, 0.4458, 0.8104]"
18009,hiREoiox0Tw,hiREoiox0Tw_3.mp4,"(116.83, 120.12)","[0.2352, 0.7204, 0.2865, 0.5594]"
18010,iKp5ARBBpyc,iKp5ARBBpyc_0.mp4,"(46.92, 51.13)","[0.0083, 0.6324, 0.3307, 0.6818]"
18011,SG0MOcrL9cs,SG0MOcrL9cs_3.mp4,"(109.28, 116.41)","[0.0, 0.6944, 0.4396, 0.8302]"
18012,ba5F8G778C0,ba5F8G778C0_0.mp4,"(20.06, 24.69)","[0.0259, 0.6241, 0.2646, 0.601]"
18013,nRLP98lG1YA,nRLP98lG1YA_0.mp4,"(24.19, 36.75)","[0.0, 0.9796, 0.0615, 0.6125]"
18014,_ZwkQIBp4TA,_ZwkQIBp4TA_0.mp4,"(44.42, 48.13)","[0.0, 0.6333, 0.4089, 0.7651]"
18015,qyWhqykPGWU,qyWhqykPGWU_2.mp4,"(127.54, 131.88)","[0.1185, 0.5926, 0.2068, 0.4734]"
18016,UyK3FyvXcGA,UyK3FyvXcGA_3.mp4,"(281.74, 285.33)","[0.0, 0.8333, 0.2047, 0.6734]"
18017,9pX1hxYW3YY,9pX1hxYW3YY_0.mp4,"(71.74, 75.66)","[0.012, 0.7676, 0.4234, 0.8484]"
18018,Jv7PzcVfULc,Jv7PzcVfULc_2.mp4,"(37.54, 46.0)","[0.0759, 0.6944, 0.2432, 0.5911]"
18019,iJGazi2EdrQ,iJGazi2EdrQ_1.mp4,"(57.56, 62.52)","[0.0222, 0.8259, 0.1807, 0.6328]"
18020,DVA8vzEbm9Y,DVA8vzEbm9Y_0.mp4,"(131.8, 134.76)","[0.0, 0.5667, 0.4161, 0.7349]"
18021,hRg2HEpwD5A,hRg2HEpwD5A_0.mp4,"(14.43, 19.77)","[0.0509, 0.5639, 0.3271, 0.6156]"
18022,TYC_FD2YXro,TYC_FD2YXro_0.mp4,"(48.34, 52.43)","[0.0019, 0.613, 0.3198, 0.6635]"
18023,T3RFyx3GGW4,T3RFyx3GGW4_2.mp4,"(124.54, 127.88)","[0.0, 0.7222, 0.363, 0.7693]"
18024,9tanxs-KuOc,9tanxs-KuOc_0.mp4,"(122.75, 126.75)","[0.0, 0.7833, 0.426, 0.8667]"
18025,REXXOGV1IIE,REXXOGV1IIE_0.mp4,"(90.09, 93.51)","[0.1148, 0.5889, 0.3625, 0.6292]"
18026,6Mr9bQJEuN0,6Mr9bQJEuN0_1.mp4,"(85.96, 90.01)","[0.0, 0.8463, 0.0698, 0.5458]"
18027,-edZKfoS2V4,-edZKfoS2V4_1.mp4,"(40.04, 47.88)","[0.0, 0.9722, 0.4, 0.9469]"
18028,Tn44a8_14LU,Tn44a8_14LU_4.mp4,"(108.44, 115.78)","[0.0481, 0.7259, 0.4729, 0.8542]"
18029,6EfYYxmfABk,6EfYYxmfABk_1.mp4,"(155.91, 164.87)","[0.0, 0.8759, 0.1938, 0.6865]"
18030,5Jr-VyrlGgs,5Jr-VyrlGgs_0.mp4,"(22.27, 25.86)","[0.0, 0.7574, 0.1573, 0.5833]"
18031,1hiv8o-SRZ0,1hiv8o-SRZ0_1.mp4,"(54.22, 58.02)","[0.0, 0.8185, 0.3396, 0.8]"
18032,pptbLri678c,pptbLri678c_0.mp4,"(0.0, 2.96)","[0.0, 0.7481, 0.1443, 0.5651]"
18033,k7ISXq1EE-g,k7ISXq1EE-g_13.mp4,"(539.97, 544.11)","[0.0, 0.5167, 0.3521, 0.6427]"
18034,BzeRzWfozso,BzeRzWfozso_5.mp4,"(70.28, 73.87)","[0.0, 0.8389, 0.1073, 0.5792]"
